"word","cat","nnet.Biology","nnet.Drama","nnet.Fiction","nnet.History","nnet.Music","nnet.Poetry"
28218,"Poetry",0.0000739311694709483,0.00288845244566426,0.000233583203936271,0.00104068760204087,0.988132084241531,0.00763126133735695
24912,"Music",6.10075522703711e-11,2.34223109443543e-24,0.567695850138326,0.0000000137376035107417,8.09568679193309e-22,0.432304136063063
26445,"Poetry",0.000303311133980362,0.00000536716514946063,0.403959523359525,0.0352578996465388,0.000429211396577977,0.560044687298228
6241,"Fiction",0.000961694703997785,0.000000576386257964713,0.667666909290991,0.241037461397453,0.00000016082263880519,0.0903331973986614
19993,"Poetry",0.00021873899301015,0.000000523016813689317,0.725671882445075,0.00496720276818244,0.0000000619225155983407,0.269141590854403
17371,"Fiction",3.13725543031768e-121,9.92636094147753e-252,0.999999904903732,3.97626910488895e-139,2.14428840952127e-233,0.0000000950962677710396
12096,"History",0.0265104707825843,0.0161034186890672,0.157795987851429,0.0434437058539048,0.00196473552422561,0.754181681298789
18314,"History",0.00432451906096224,0.0118670339413868,0.00815857398991613,0.966554958898066,0.00197363354913548,0.00712128056053287
29739,"Biology",0.999999999965629,3.41014814769982e-11,2.67733913358639e-13,1.65223323980322e-15,3.06882441041795e-60,3.73135804696565e-22
12141,"Drama",3.27833251306642e-17,1,3.56323241128896e-28,1.00913797799807e-20,1.62335097521522e-20,7.1232681053306e-28
2913,"Drama",1.15511890848239e-14,8.74710686159651e-32,0.995817676376267,5.86102818642656e-18,1.81465434338436e-39,0.00418232362372137
5923,"Fiction",5.43936036107222e-103,1.53920929446816e-181,1,4.58698746758353e-79,4.41924343823051e-218,1.16923612670882e-36
15400,"History",0.00038772011102768,0.109991469920119,0.000210545914417444,0.886581543772585,0.00268773167243741,0.000140988609413201
7067,"Drama",0.00000217781426092569,0.999997822185739,2.03141294330188e-20,1.7300483434248e-23,9.16786378279855e-49,7.10915478794842e-25
10530,"Music",0.00250716396428164,0.00182542935377681,0.0744907263984553,0.140997932451899,0.369002291154459,0.411176456677128
30720,"Poetry",0.000891976891286832,0.000000170418021029743,0.873258817284183,0.0099539280967426,3.88150235336964e-10,0.115895106921617
24083,"Poetry",0.00435931159187724,0.0226833661229868,0.0274515968770831,0.113881204807324,0.662052977871306,0.169571542729423
20264,"Drama",2.67286363003262e-29,8.34854467134619e-24,7.81265742591516e-29,2.34660156565759e-23,1,6.07262821025463e-24
18396,"Poetry",5.46468803329548e-12,6.53665427583669e-16,0.00121830359976358,3.98456027279448e-11,0.000000117041704504013,0.998781579313221
1669,"Drama",0.00000185684471711509,2.80681169917837e-11,0.985613072535918,0.00429435672235443,2.19710630237182e-13,0.0100907138687232
24456,"Biology",0.00171948646665984,0.00000651591485309924,0.725720538965254,0.111133452184579,0.000000622469377916422,0.161419383999276
29649,"Poetry",5.33300304096456e-20,0.00000176178998848644,4.6179918272254e-26,5.85671090285201e-16,0.999998238210011,1.34855829114386e-22
7882,"History",0.0000245983455820278,9.17155750259178e-10,0.746836876829604,0.00331342425162469,0.00000000683104042133946,0.249825092824993
4174,"History",0.00011095205579978,0.0000473175053689959,0.00224102819271008,0.997580643500321,3.87375484945536e-12,0.0000200587419262933
13589,"Drama",0.000000348112396279503,0.999999643521273,4.25511354841198e-11,0.00000000831006488378655,2.29114234112772e-13,1.34860519091617e-11
11073,"Poetry",0.0106379264373469,0.00397237263875247,0.151146558215178,0.329391471037382,0.0000332734686622843,0.504818398202679
7235,"Drama",0.000226697237549498,8.47630353844369e-11,0.99573053741066,0.00000000188542960394624,2.80437933739508e-27,0.00404276338159784
