"word","cat","Biology","Drama","Fiction","History","Music","Poetry"
28218,"Poetry",0.00873923314989953,0.0185874296280223,0.0575202383114668,0.0813961448415973,0.270278224261542,0.563478729807472
24912,"Music",3.49168632577382e-07,8.59983969108046e-09,6.32841217918194e-07,2.67104699123927e-05,3.68807696560238e-06,0.999968610843432
26445,"Poetry",0.0058974989139944,0.00261871614571434,0.584664936923446,0.0622306654497572,0.164820051138882,0.179768131428206
6241,"Fiction",0.00538078292758134,0.00380143621052132,0.283054130759924,0.260735695935654,0.355576158350868,0.0914517958154503
19993,"Poetry",0.0046837553844724,0.00567051710506631,0.785276402756075,0.0363520692084884,0.0517168255491044,0.116300429996794
17371,"Fiction",6.22933674596338e-16,1.05749204474222e-18,0.999937963314355,9.69398083987663e-19,1.3571533612027e-18,6.20366856443267e-05
12096,"History",0.0289184677401258,0.0215417860684397,0.0791180114786734,0.0769840030027881,0.169958120908022,0.623479610801951
18314,"History",0.0108625709333517,0.00508302229946958,0.089845708198503,0.559976454109211,0.117431081850488,0.216801162608977
29739,"Biology",0.999999330337517,1.2528181868441e-09,5.25099178472294e-08,3.31622739044576e-07,6.63304538319946e-08,2.17946553821438e-07
12141,"Drama",7.61183893808928e-07,0.99999638943028,5.83560770319214e-07,1.80987302181242e-06,1.11009944062008e-07,3.44942089974369e-07
2913,"Drama",0.00101349131264737,0.740396668698978,0.194615451969689,0.00249598972067184,0.00166174857332292,0.0598166497246911
5923,"Fiction",1.3292573853877e-53,1.11847354727363e-61,1,2.91920801743737e-56,1.80165367305181e-59,7.35067701557105e-59
15400,"History",0.0330347147904318,0.0454911261874518,0.0635265302376383,0.723816405537744,0.0567023558772425,0.0774288673694914
7067,"Drama",1.2541327183219e-08,0.999999427593167,5.06895343584271e-07,1.10805115321187e-08,5.76716326447714e-09,3.61224875768424e-08
10530,"Music",0.0147161445252854,0.00338140757391602,0.239119500277704,0.239807948282754,0.168525380214516,0.334449619125825
30720,"Poetry",0.0181112473722188,0.0445884603576489,0.17826796997923,0.0771974879170256,0.516601517811995,0.165233316561882
24083,"Poetry",0.0163968466162249,0.00834266098066334,0.242247719763793,0.235213081118981,0.186416935003816,0.311382756516522
20264,"Drama",1.15880817818362e-06,7.58492954162605e-08,2.00854371003526e-06,6.15225854304346e-06,0.999973724414124,1.68801261492899e-05
18396,"Poetry",0.00161648434181128,0.0546411699580659,0.0135474310061938,0.00334089850774736,0.0543200029625967,0.872534013223585
1669,"Drama",0.000123658098854299,0.000127090831726087,0.974550778792924,0.0200359958094801,0.00028012482519575,0.00488235164181991
24456,"Biology",0.0174574204250938,0.00189589465414342,0.670872639830244,0.109205505045164,0.0882716310176085,0.112296909027746
29649,"Poetry",0.000212170710298288,0.0330090114272249,0.000317593071538166,0.96435847390564,0.000616905772153892,0.00148584511314414
7882,"History",0.00771351974285315,0.00108781752752303,0.533093582132979,0.224650666965529,0.055572955333709,0.177881458297407
4174,"History",0.0025948396775146,0.106175616007103,0.0257132303050377,0.832804441710378,0.00691083827183245,0.0258010340281346
13589,"Drama",6.70790095795471e-05,0.997765605365326,0.000896676252570938,0.00059812277714021,0.000337869213088942,0.000334647382294227
11073,"Poetry",0.00100065688616715,0.00211076818034187,0.000845641000265855,0.0149679421767086,0.00323624776806642,0.97783874398845
7235,"Drama",7.97091794953933e-05,0.984602593798202,0.0129323163694296,0.000475186840465066,0.000325163119792834,0.00158503069261553
20533,"Music",2.42277671595124e-05,2.46824498693738e-06,7.20605864879658e-07,5.476425461675e-06,0.999965093173432,2.01378309532922e-06
2462,"Fiction",0.000142398572097303,1.09266704017142e-05,0.993321086525219,0.00542647131651666,0.00067415568410611,0.000424961231659689
6742,"Drama",1.09549290590733e-10,0.999999992133112,4.57115527143456e-12,3.60701115171051e-10,2.46167394836361e-11,7.36745005805176e-09
25711,"Biology",0.97857813604506,0.000289794794329125,0.00316539725489119,0.00668882229530693,0.00601668767093893,0.00526116193947415
20078,"Music",0.00093573924567275,0.00355522953224635,0.339631770157219,0.00365631803498014,0.0240324868566763,0.628188456173206
3602,"Fiction",0.000704311956054092,0.292816269543404,0.416305627093562,0.284662309403817,0.00107884148693849,0.00443264051622402
4180,"History",0.00154028409321125,0.109973360149449,0.0263353907388652,0.844578806341371,0.00323866105091917,0.0143334976261846
2053,"History",0.0184567063331582,0.0048846802833144,0.283983686952355,0.323779655675653,0.131315180327205,0.237580090428313
10653,"Music",0.0137940139396202,0.00337948454623902,0.323325934428245,0.213393412782227,0.157881597633318,0.28822555667035
10850,"Drama",6.95894589211616e-26,1,1.15685407604531e-30,2.83488019666748e-28,1.34059293759525e-31,2.31371757177442e-27
