"word","cat","nnet.Biology","nnet.Drama","nnet.Fiction","nnet.History","nnet.Music","nnet.Poetry"
28218,"Poetry",0.00454503593186265,0.0122068648991448,0.0276707846004342,0.195175351519657,0.564595876653196,0.195806086395705
24912,"Music",0.163822030246049,6.55928921697444e-25,0.0444813375732485,0.0985546128440005,0.000646629046722916,0.692495390289979
26445,"Poetry",0.00949127225853194,0.00000000986595864182796,0.430307052060852,0.136053413893154,0.0569178479218364,0.367230403999667
6241,"Fiction",0.00600435114126697,1.20451564108047e-10,0.290279379778616,0.196303944374304,0.0919584517536188,0.415453872831743
19993,"Poetry",0.0070469071022717,0.0000000160645416497797,0.782486863550786,0.0465234716993256,0.00639403227577889,0.157548709307296
17371,"Fiction",8.22943867607481e-18,4.06022929910245e-119,0.999999999999999,1.09428343051485e-24,2.12195239326487e-37,6.07672338409585e-16
12096,"History",0.0302217409917211,0.0001200148154691,0.140313188802708,0.256374531268582,0.152238059953371,0.420732464168149
18314,"History",0.012531206790906,0.000896247546759541,0.036321461898377,0.415228964904431,0.257259413383889,0.277762705475638
29739,"Biology",0.999958323067879,2.69096114594179e-16,0.00000138294234790905,0.00000789478074585238,9.27180261465185e-11,0.0000323991163087867
12141,"Drama",1.44989031186028e-21,1,1.03046771776508e-20,6.01029985604194e-22,6.9753676428195e-23,2.83793237521202e-22
2913,"Drama",0.000213973721224085,1.71313196493972e-10,0.998553203755339,0.000068256276740367,0.000000727061584377645,0.00116383901379875
5923,"Fiction",1.40124492635247e-34,2.50883264983444e-194,1,2.08353142894009e-42,3.61395208568087e-64,2.45519127934764e-29
15400,"History",0.04409127737009,0.0000135441285303902,0.0532944781927185,0.429439115321817,0.0986627981299564,0.374498786856888
7067,"Drama",3.93584292714968e-37,1,4.9587009148294e-34,3.35495780768425e-38,5.98402343307143e-40,1.60806232570532e-38
10530,"Music",0.0159206163017639,0.0000104451245338304,0.128823549218457,0.306880286797791,0.156396139018846,0.391968963538608
30720,"Poetry",0.0143423585060306,5.05031048157379e-10,0.325279743043007,0.132318983740493,0.0799298507047304,0.448129063500708
24083,"Poetry",0.0171779900690416,0.000649351921604715,0.152909757657157,0.304228104114886,0.16868525943404,0.35634953680327
20264,"Drama",0.00000000493364840515406,1.68110897316344e-17,0.00000000419355228852651,0.0000645953598480247,0.999876430775694,0.0000589647372574227
18396,"Poetry",0.00126294084876825,0.0000000808402303879321,0.154829181776256,0.0754911517511217,0.476153413813908,0.292263230969716
1669,"Drama",0.00830624148677236,2.63483089806943e-13,0.81470806064529,0.0541230136623624,0.000414309190945088,0.122448375014367
24456,"Biology",0.0255550033076029,0.00000000199727147434985,0.395969458920652,0.159200198053712,0.0228471027911183,0.396428234929643
29649,"Poetry",0.00525968850379317,0.0000543713142133883,0.00394520037639616,0.659305136777529,0.183066708390094,0.148368894637974
7882,"History",0.0133081489955108,6.35841331062419e-10,0.272905339740878,0.227190087702494,0.0463182875128992,0.440278135412377
4174,"History",0.00525169559948241,0.837030642497695,0.0197988744555368,0.0840200147598271,0.0136867104182253,0.0402120622692338
13589,"Drama",0.00000383282853008059,0.999779285965216,0.00010941629732682,0.0000444748005683864,0.0000220294693479998,0.0000409606390108114
11073,"Poetry",0.143394357025963,0.00000000761338428718696,0.121435966100752,0.236684063725515,0.015195579630858,0.483290025903528
7235,"Drama",4.25295155174831e-10,0.999999256119899,0.000000740859360399595,7.47089946503216e-10,5.07428972418433e-11,0.00000000179761275527399
