"word","cat","Biology","Drama","Fiction","History","Music","Poetry"
28218,"Poetry",0.00364624538721331,0.0106585101820402,0.0998278129414598,0.173930818295111,0.0608952947409915,0.651041318453184
24912,"Music",2.83798866383402e-26,0.426770877063302,4.49406170950171e-21,0.0623470858992772,3.13939714485555e-24,0.51088203703742
26445,"Poetry",0.000722499692525573,0.0109565263847175,0.120173164977926,0.296503528078864,0.0140136420396213,0.557630638826346
6241,"Fiction",0.00523750962273669,0.00372140536566629,0.364421860899748,0.268408421485676,0.142147149884523,0.21606365274165
19993,"Poetry",0.00381292384632472,0.00633573097993249,0.524625990909968,0.130244350459786,0.0415358585300707,0.293445145273918
17371,"Fiction",1.81245150096747e-27,0.132904831361613,4.82971593257017e-14,0.000736281566050618,4.85989194779918e-27,0.866358887072288
12096,"History",0.0414116775568011,0.00196663105214467,0.410980729422523,0.0427695149079304,0.259496697030422,0.243374750030179
18314,"History",2.52839688667696e-05,0.0172889927416496,0.0021459296922156,0.614150673386289,0.000342081774653946,0.366047038436325
29739,"Biology",0.999697706738612,7.21790944916569e-16,3.95851878968988e-05,2.0316138626039e-12,0.000262708057028937,1.44295645101098e-11
12141,"Drama",1.03209049467333e-34,0.999999103252564,5.20476119090071e-29,8.91546642652623e-07,1.37756386236575e-33,5.20079336380305e-09
2913,"Drama",0.0276081963229252,0.000283756339832347,0.87621950076756,0.000285378263120724,0.0938542527483412,0.00174891555822001
5923,"Fiction",3.17227161463687e-25,4.27766458574035e-54,1,1.9347175006504e-47,1.70558795739729e-28,8.03007633068334e-47
15400,"History",0.000559726695728472,0.0413117707809281,0.0137006078200969,0.680205061819143,0.00261121243934515,0.261611620444758
7067,"Drama",1.55954364305854e-16,0.999939757690752,5.49199211868586e-13,4.93349015739135e-05,1.01007872824352e-15,1.09074071238581e-05
10530,"Music",0.0133836461105289,0.00174207349656352,0.433982111892189,0.148306540229254,0.140818650401744,0.26176697786972
30720,"Poetry",0.0313285798758493,0.000526698022048809,0.461801870898895,0.00896257215873422,0.472153093909658,0.0252271851348148
24083,"Poetry",0.00523581131332339,0.00681097741901352,0.214674478485921,0.284866012208473,0.0585975383824447,0.429815182190824
20264,"Drama",0.00102135142730713,4.74403531087702e-20,4.64247691481702e-05,3.40010895054591e-16,0.998932223803535,8.8658805817718e-15
18396,"Poetry",8.66885063448505e-11,0.374829435720554,4.42935793600817e-08,0.0547537719623562,1.81627412428189e-09,0.570416746120548
1669,"Drama",9.64003825488631e-10,0.0731977868956804,1.70286777498063e-05,0.819022552509231,9.37986791487858e-09,0.107762621573467
24456,"Biology",0.0315161954242993,2.59429897739169e-05,0.777155683679298,0.003384018719986,0.180537721926906,0.00738043725973636
29649,"Poetry",1.04621441789458e-12,0.270340778883648,4.97493058608736e-10,0.723716541161847,1.24247811041716e-11,0.00594267944354046
7882,"History",0.0278495246382355,1.06493537540131e-05,0.772605363955413,0.0027695197822694,0.190290555099497,0.0064743871708316
4174,"History",8.08366112205505e-13,0.57217534366408,1.29977876528337e-09,0.40627021335855,1.06783982291611e-11,0.0215544416661045
13589,"Drama",4.76381678385354e-20,0.998716832191537,7.84431619950222e-16,0.00120529199471158,1.41030957915645e-18,7.7875813750324e-05
11073,"Poetry",1.04799517097364e-17,0.788690313489151,3.72292465609088e-14,0.0952433213076541,2.5050258369218e-16,0.116066365203158
7235,"Drama",4.49493836058202e-14,0.991174817313359,2.47332284389502e-10,0.00658966975777446,6.88082962193931e-13,0.00223551268080123
20533,"Music",0.0054951338041738,1.35237204704526e-20,1.84267500676239e-05,1.97601544102681e-17,0.994486439445758,2.52724119317649e-16
2462,"Fiction",3.84415031541637e-06,0.0183814059574808,0.0199646507063869,0.753625215071816,3.93486844395897e-05,0.207985535429561
6742,"Drama",6.1644600916382e-50,0.99999999982002,6.59068150828862e-43,1.78074422779187e-10,2.6597402301854e-48,1.90525844115878e-12
25711,"Biology",0.842517297634277,6.83934729302414e-09,0.0442165698090817,1.65150411471206e-06,0.11325875005788,5.72415529939272e-06
20078,"Music",0.0450563941691041,4.70861906597125e-09,0.495575296040269,2.56396461595613e-07,0.45936035684964,7.69183590628784e-06
3602,"Fiction",0.278547959969798,7.80924279493397e-14,0.331064097609934,2.24218604413387e-11,0.390387942352665,4.51032720959299e-11
4180,"History",1.40073693097497e-11,0.490696497580554,1.74036980535986e-08,0.484912066940255,1.48258085751609e-10,0.0243914179132281
2053,"History",0.00337714615345798,0.0065580547977167,0.162306210671208,0.381862932824199,0.030708341709494,0.415187313843925
10653,"Music",0.00873119579506432,0.00264157943765154,0.390636429154777,0.191476852456621,0.0937410716491162,0.31277287150677
10850,"Drama",6.88921910778171e-101,1,3.67016590806925e-89,2.27222586396739e-24,5.84267065198843e-100,1.81996212881801e-30
4040,"Music",0.000824519721316229,0.0238102816134762,0.0489155972097337,0.408400096641898,0.00982611605527576,0.5082233887583
21871,"History",0.0190815006070172,2.92262759227794e-05,0.713568781283204,0.00144869810482652,0.26345773540743,0.00241405832159893
18356,"History",0.174845646964084,2.78271659527335e-08,0.313188338979075,4.73978602783358e-08,0.511965704995874,2.33835941114743e-07
28537,"Fiction",2.48187248637091e-08,0.653810457879121,1.64616050744879e-05,0.195498205297825,7.57000441207137e-07,0.150674093398814
11857,"Poetry",0.0172842718337938,0.00171615856366039,0.487398114948867,0.0894804137171567,0.222559835372549,0.181561205563974
3853,"Fiction",0.0206764699562135,0.000711037135170437,0.59759429128425,0.0732755776586419,0.189429080106174,0.11831354385955
15569,"Fiction",2.83134012837688e-24,0.966200029756155,1.74469832994825e-19,0.0319566362251847,9.41910199761787e-23,0.00184333401866057
37298,"Music",0.00212928649928949,0.00895433634760862,0.0722414257110007,0.142686535431378,0.615525664889509,0.158462751121214
7986,"Drama",0.00877171280762202,0.00395711245331418,0.533616440693368,0.136956957012385,0.0949221096155951,0.221775667417716
4906,"Drama",1.46209931121964e-28,0.999999998584371,9.42982264994534e-21,6.42044191956564e-10,1.05350680209703e-27,7.73584726357569e-10
20139,"Music",1.398137711459e-06,3.27342779848643e-31,1.19059703679446e-09,1.74480750639667e-26,0.999998600671692,6.41154538689233e-25
14777,"History",1.39364292939879e-13,0.0297160160813529,2.45683696744968e-09,0.961714359755968,1.0761898404926e-12,0.00856962170462645
22297,"Fiction",0.0537901976599692,6.25553286633196e-07,0.740434191078019,7.09792983675964e-06,0.205702859316071,6.50284628173028e-05
6447,"Drama",0.0698820269311549,0.00623088106775998,0.193962817625603,0.0179095019047181,0.337558149828878,0.374456622641885
12188,"Fiction",0.0252568042563521,0.000208090565822313,0.617568626236555,0.0241682264049471,0.283132209889745,0.0496660426465783
15134,"Fiction",0.0104030672498389,0.00571797437590292,0.0783418397174229,0.546021625943607,0.0186086268260138,0.340906865887215
23972,"Poetry",0.00620287357089751,0.0222003748071946,0.268731784657096,0.211461463632178,0.100423090450303,0.390980412882331
4921,"Poetry",0.0268671280019481,1.59870745176055e-08,0.278610620419621,3.14926569853464e-06,0.69449308402209,2.60023035675176e-05
10501,"Music",0.0172323829811974,0.00113902131111218,0.515315990570701,0.0990119651813419,0.179680510490296,0.187620129465352
4188,"History",3.59572294789077e-12,0.521932392454204,5.34870513128432e-09,0.454626626588745,4.65535212416372e-11,0.0234409755581972
7520,"Fiction",0.0666041063067938,9.25597921728003e-10,0.405492116705941,4.68970243166993e-07,0.527902035791045,1.27130037943657e-06
26477,"Music",0.00268280137406217,0.00371195992982529,0.0343613113756542,0.114745069125027,0.0663805593513823,0.778118298844049
23046,"Drama",1.07603961272166e-98,1,7.23810930599832e-86,1.29406236303476e-21,1.79367584322491e-96,2.43244751680153e-27
18842,"Poetry",4.56551980762218e-06,0.0890499287928751,0.000568973805317334,0.457916353314237,6.07795615626092e-05,0.4523993990062
9813,"History",4.42112970677379e-24,0.800977749344654,4.53193182646806e-19,0.197707245175986,1.06006266024517e-22,0.00131500547936028
17548,"Poetry",0.0300576154489236,0.000257710138808548,0.407263325373733,0.0216115305347747,0.512186428061736,0.0286233904420237
15629,"Drama",0.00666973466444792,9.0329534774559e-07,0.0412750170961828,9.74602442471463e-06,0.952042462210234,2.13670936276641e-06
20225,"Drama",0.0676871299303503,1.69342964196437e-15,0.0220924105315948,1.8640517853565e-12,0.910220459519527,1.66622339181216e-11
18182,"Fiction",1.62581948162632e-06,0.080957085877571,0.00191191168471225,0.674651591537573,2.20740494918126e-05,0.242455711031171
17917,"History",0.0157869810829491,0.00206255201999804,0.436538078571084,0.175279670762477,0.115492143143274,0.254840574420218
6837,"Music",0.0064076691794119,4.25766219563188e-20,2.80665933594691e-05,5.9283811121143e-17,0.993564264227228,7.21537693733861e-16
16896,"Fiction",3.48309067850354e-08,0.0165058747305584,5.32027758212508e-06,0.134099519623076,2.73422918129465e-07,0.849388977114958
8171,"Poetry",5.10776398042015e-05,0.0268789790898213,0.00493992268465054,0.52634307751071,0.000624360724159561,0.441162582350855
28660,"Fiction",9.47257224804354e-14,0.409300158241554,1.91988834895056e-10,0.256420980862187,2.59428076176974e-12,0.33427886070158
10847,"Drama",5.38778191343413e-100,1,2.50146153492407e-88,6.05568849315367e-25,4.77135883130182e-99,6.1962142734127e-30
16136,"Biology",0.141599196335313,3.73896118247843e-05,0.48129734545563,0.00570432317224902,0.356637057768252,0.0147246876567302
13202,"History",0.0141369634346712,0.000996137782534476,0.749414565242913,0.035721787051895,0.123992276941487,0.0757382695464995
10650,"Music",0.0236403228982234,0.000479635429954391,0.576303867277764,0.0511806835278541,0.243460453598382,0.104935037267822
24800,"Biology",0.999980322983471,1.14863682365342e-19,1.01859140270993e-06,7.15923947411058e-16,1.8658425117519e-05,8.47155460763859e-15
2662,"Music",0.0537850883821786,8.40168358553488e-15,0.215919995896034,6.11436205575388e-12,0.730294915572185,1.43479442219554e-10
21243,"Fiction",0.00615744915504693,0.00499167717289064,0.563921730802379,0.141574751555206,0.0867765832702379,0.19657780804424
